Frame,Subframe,Slot,StartSymbol,Bitmap,Timestamp(ms)
54,3,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.253906
54,3,0,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.260010
54,3,0,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.260010
54,3,0,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.260010
54,3,0,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.267090
54,3,1,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.267090
54,3,1,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.267090
54,3,1,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.272949
54,3,1,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448143.272949
54,3,1,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.047119
54,3,1,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.047119
54,3,1,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.047119
54,3,1,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.047119
54,3,1,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.052979
54,3,1,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.052979
54,3,1,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.052979
54,3,1,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.052979
54,3,1,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.059814
54,3,1,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.059814
54,4,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.059814
54,4,0,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.064941
54,4,0,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.064941
54,4,0,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.064941
54,4,0,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.070801
54,4,0,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.070801
54,4,0,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.070801
54,4,0,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.070801
54,4,0,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.075928
54,4,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.075928
54,5,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448144.652100
54,5,0,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.724854
54,5,0,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.724854
54,5,0,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.724854
54,5,0,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.724854
54,5,0,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.730957
54,5,0,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.730957
54,5,0,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.730957
54,5,0,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.730957
54,5,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.737061
54,5,0,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.737061
54,5,0,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.737061
54,5,0,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.743164
54,5,0,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.743164
54,5,1,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.743164
54,5,1,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.743164
54,5,1,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.750000
54,5,1,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.750000
54,5,1,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.750000
54,5,1,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.750000
54,5,1,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.755859
54,5,1,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.755859
54,5,1,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.755859
54,5,1,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.755859
54,5,1,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.760986
54,5,1,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.760986
54,5,1,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.761963
54,5,1,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.766846
54,6,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.766846
54,6,0,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.766846
54,6,0,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.771973
54,6,0,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448145.771973
54,6,0,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.546875
54,6,0,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.546875
54,6,0,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.546875
54,6,0,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.546875
54,6,0,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.552002
54,6,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.552002
54,6,0,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.552002
54,6,0,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.552002
54,6,0,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.557861
54,6,0,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.557861
54,6,1,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.557861
54,6,1,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.562988
54,6,1,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.562988
54,6,1,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.562988
54,6,1,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.567871
54,6,1,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.567871
54,6,1,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.567871
54,6,1,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.567871
54,6,1,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.572998
54,6,1,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448146.572998
54,7,1,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448147.151123
54,7,1,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.226074
54,7,1,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.226074
54,7,1,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.226074
54,7,1,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.226074
54,7,1,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.231934
54,7,1,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.231934
54,7,1,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.231934
54,7,1,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.231934
54,7,1,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.239014
54,7,1,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.239014
54,7,1,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.239014
54,7,1,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.243896
54,7,1,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.243896
54,8,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.243896
54,8,0,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.243896
54,8,0,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.250000
54,8,0,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.250000
54,8,0,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.250000
54,8,0,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.250000
54,8,0,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.256104
54,8,0,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.256104
54,8,0,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.256104
54,8,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.256104
54,8,0,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.262939
54,8,0,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.262939
54,8,0,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.262939
54,8,0,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.270020
54,8,1,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.270020
54,8,1,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.270020
54,8,1,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.274902
54,8,1,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448148.274902
54,8,1,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.047119
54,8,1,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.047119
54,8,1,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.048096
54,8,1,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.048096
54,8,1,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.052979
54,8,1,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.052979
54,8,1,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.052979
54,8,1,11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.052979
54,8,1,12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.059082
54,8,1,13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.059082
54,9,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.059082
54,9,0,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.063965
54,9,0,2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.063965
54,9,0,3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.063965
54,9,0,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.070068
54,9,0,5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.070068
54,9,0,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.070068
54,9,0,7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.070068
54,9,0,8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.075928
54,9,0,9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1721645448149.075928
